Blue Slymer 0.5g Pax Pod (Oregrown),Unknown Brand,70.4%,0%,$40,1 g,Zion
Mango Apple Kush 0.5g Pax Pod (Oregrown),Unknown Brand,72.5%,0%,$40,½ g,Zion
Wonderland 0.5g Pax Pod (Oregrown),Unknown Brand,64.9%,5%,$35,½ g,Zion
Pineapple D8 0.5g Pax Pod (Oregrown),Unknown Brand,5.3%,0%,$46,½ g,Zion
Rude Boi Live Resin 0.5g Pax Pod (Oregrown),Unknown Brand,64.1%,1.7%,$35,½ g,Zion
Daiquiri 0.5g Pax Pod (Oregrown),Unknown Brand,71.1%,0%,$35,1 g,Zion
Passion Fruit 0.5g Pax Pod (Oregrown),Unknown Brand,73.5%,0.3%,$35,½ g,Zion
Ghost OG 0.5g Pax Pod (Oregrown),Unknown Brand,74.2%,0%,$35,½ g,Zion
Wedding Cake 0.5g Pax Pod (Oregrown),Unknown Brand,80.3%,0%,$35,½ g,Zion
Wild Blueberry 0.5g Pax Pod (Oregrown),Unknown Brand,79.3%,0%,$42,½ g,Zion
Blueberry Cookies 0.5g Pax Pod,Toko,84.8%,0%,$42,½ g,Zion
Sage OG 0.5g Pax Pod,Toko,84.8%,0%,$50,½ g,Zion
Llama Kush 0.5g Pax Pod,Toko,5%,62.6%,$50,½ g,Zion
Silvertip 0.5g Pax Pod,Toko,74.4%,0%,$12.5,1 g,Zion
Rogue Cheddar 1g P. Snap (Hood Oil),Unknown Brand,60.5%,0%,$12.5,1 g,Zion
Chocolate Haze (Hood Oil),Unknown Brand,64.6%,0%,$12.5,1 g,Zion
Orange Crush Shatter (Hood Oil),Unknown Brand,63.9%,0%,$12.5,1 g,Zion
Sunset Sherbert Shatter (Hood Oil),Unknown Brand,66.3%,0%,$12.5,1 g,Zion
Durban Wreck (Hood Oil),Unknown Brand,64.8%,2.8%,$12.5,1 g,Zion
Blue City Diesel (Hood Oil),Unknown Brand,62.1%,0%,$12.5,1 g,Zion
Superstitious Shatter (Hood Oil),Unknown Brand,56.1%,0%,$12.5,1 g,Zion
Space Monkey Shatter (Hood Oil),Unknown Brand,62.5%,0%,$12.5,1 g,Zion
OG Kush Shatter (Hood Oil),Unknown Brand,67.1%,0%,$12.5,1 g,Zion
Sour Tangie Shatter (Hood Oil),Unknown Brand,64%,0%,$17,1 g,Zion
Donkey Punch Shatter (Hood Oil),Unknown Brand,70.1%,0%,,,Zion
Bubba Skunk 1g Shatter,Dab Society Extracts,68.6%,2.1%,$20,1 g,Zion
Medi Haze 0.5g Shatter,Dab Society Extracts,17%,59.2%,$10,½ g,Zion
Strawberry Cough Live Resin (Bobsled),Unknown Brand,88.6%,0%,$20,1 g,Zion
Citrus Sap Live Resin (Bobsled),Unknown Brand,74.6%,0.1%,$20,1 g,Zion
Orange Cookies Live Resin (Bobsled),Unknown Brand,72%,0.1%,$20,1 g,Zion
Strawberry Watermelon Live Resin (Bobsled),Unknown Brand,73.8%,0.1%,$20,1 g,Zion
Alien Apricot Live Resin (Bobsled),Unknown Brand,73.8%,0.1%,$20,1 g,Zion
Black Jack Live Resin (Bobsled),Unknown Brand,74.5%,0.2%,$20,1 g,Zion
Now N' Later LIve Resin (Bobsled),Unknown Brand,75.2%,0.1%,$20,1 g,Zion
G.G.12 Live Resin (Bobsled),Unknown Brand,67.8%,0.1%,$20,1 g,Zion
Ultra Violet Live Resin (Bobsled),Unknown Brand,69.8%,0.1%,$20,1 g,Zion
Double Motor Boat Live Resin (Bobsled),Unknown Brand,81.2%,0.1%,$20,1 g,Zion
Star Kush Diamonds (Bobsled),Unknown Brand,79.8%,0%,$30,1 g,Zion
Lemon OG Diamonds (Bobsled),Unknown Brand,77.5%,0%,$30,1 g,Zion
Headband 0.5g Pax Pod,Select Oil & CBD,80.3%,1.2%,$35,½ g,Zion
Allen Wrench 0.5g Pax Pod,Select Oil & CBD,85.3%,0.3%,$35,½ g,Zion
Cannatonic CBD 1:1 1g Cartridge (Elite),Select Oil & CBD,0%,0%,$50,1 g,Zion
ACDC 1G Cartridge (Elite),Select Oil & CBD,56.8%,25.1%,$50,1 g,Zion
Hashberry 1g Cartridge (Elite),Select Oil & CBD,85.7%,0.3%,$42,1 g,Zion
Platinum Kush 1g Cartridge (Elite),Select Oil & CBD,83.7%,0.2%,$42,1 g,Zion
Blueberry Kush 1g Cartridge (Elite),Select Oil & CBD,96.5%,0.8%,$42,1 g,Zion
BB 1g Cartridge (Elite),Select Oil & CBD,82.1%,0.2%,$42,1 g,Zion
Qrazy Train 1g Cartridge (Elite),Select Oil & CBD,89.6%,0%,$42,1 g,Zion
Black Betty 1g Cartridge (Elite),Select Oil & CBD,88.4%,0.6%,$42,1 g,Zion
Shaman 1g Cartridge (Elite),Select Oil & CBD,87.2%,0%,$42,1 g,Zion
Cinex 1g Cartridge (Elite),Select Oil & CBD,92.9%,0.7%,$42,1 g,Zion
White Nightmare 1g Cartridge (Elite),Select Oil & CBD,87.2%,0.2%,$42,1 g,Zion
The HOG 1g Cartridge (CO2),Select Oil & CBD,66%,7.5%,$35,1 g,Zion
Purple Trainwreck 1g Cartridge (CO2),Select Oil & CBD,68.4%,0%,$35,1 g,Zion
Sour Diesel 1G Cartridge (CO2),Select Oil & CBD,66.8%,0.3%,$35,1 g,Zion
Cooks Kush 0.5g Cartridge (Elite),Select Oil & CBD,88.9%,0.9%,$25,½ g,Zion
Blue Dream 0.5g Cartridge (Elite),Select Oil & CBD,91.9%,2.8%,$25,½ g,Zion
NYPD 0.5g Cartridge (Elite),Select Oil & CBD,89.3%,1.4%,$25,½ g,Zion
Purple Hindu Kush 1g Live Resin Cartridge,Dab Society Extracts,76.4%,1.2%,$42,1 g,Zion
Lemon Meringue 1g Live Resin Cartridge,Dab Society Extracts,78.6%,1.2%,$42,1 g,Zion
Lemon 1g Live Resin Cartridge,Dab Society Extracts,82.9%,0%,$42,1 g,Zion
Tangelo 1g Live Resin Cartridge,Dab Society Extracts,81.9%,0%,$42,1 g,Zion
CBD Blend .5g Pen (Select Strains),Select Oil & CBD,0%,50%,$30,.5,Zion
Quantum Kush Disposable (Elite),Select Oil & CBD,88.1%,0%,$16.67,0.3 3,Zion
Training Day Disposable (Elite),Select Oil & CBD,86.6%,0.4%,$16.67,0.3 3,Zion
Golden Pineapple Disposable (Elite),Select Oil & CBD,85.6%,0.3%,$16.67,0.3 3,Zion
Josh D. OG 1g Live Resin THCA Crystals [Ec...,Echo Electuary,80.4%,0%,$50,1 g,Virtue Supply
Lemon Tree 1g Live Resin [Dirty Arm Farm],Dirty Arm Farm,68.4%,0%,$45,1 g,Virtue Supply
Island Girl #11 Live Rosin [Rolen Stone] ,Rolen Stone Extracts,70.63%,0.23%,$72.5,1 g,Virtue Supply
Punch Breath 6Star Rosin 1G [HappyCabbage],Happy Cabbage Farms,68%,0.78%,$20,1 g,Virtue Supply
South Fork Kush #56 Sugar Sauce [White Lab...,White Label Extracts,71.05%,0%,$20,1 g,Virtue Supply
Skunk Herer BHO Shatter [NW KIND] ,NW KIND,73.37%,0%,$20,1 g,Virtue Supply
Pal-Patine 1g Nug Run Terp Sugar,Buddies Brand,66%,0.67%,$25,1 g,Virtue Supply
Blood Orange 1g Live Resin [Buddies],Buddies Brand,71.9%,2.07%,$20,1 g,Virtue Supply
Mandarin Mimosa Shatter [Artifact] ,Artifact Extracts,75.22%,0.14%,$72.5,1 g,Virtue Supply
Purple Starburst OG 6 Star Rosin 1g [Happy...,Happy Cabbage Farms,71%,1.26%,$64.17,1 g,Virtue Supply
Purple Petals 1st Pulls Rosin 1g [Happy Ca...,Happy Cabbage Farms,67%,1.1%,$54.17,1 g,Virtue Supply
Estate Blend Rosin 1G [Happy Cabbage],Happy Cabbage Farms,68.4%,0.6%,$58.34,1 g,Virtue Supply
Purple Gelato 1st Pulls Rosin 1g [Happy Ca...,Happy Cabbage Farms,70.1%,0.32%,$20,1 g,Virtue Supply
Mama's Cookiez 1g BHO Wax [CBDisovery],CBDiscovery,69.29%,0%,$20,1 g,Virtue Supply
Sno 1h BHO Wax [CBDiscovery],CBDiscovery,69.49%,0%,$40,1 g,Virtue Supply
Dosi 1g Live Resin Sugar [The Lab],The Lab,82.8%,0%,$72.5,1 g,Virtue Supply
White Tahoe Cookies 6Star Rosin 1G [Happy ...,Happy Cabbage Farms,68%,0.14%,$40,1 g,Virtue Supply
Original Glue (f.k.a. GG4) Live Sauce [Wil...,Willamette Valley Alchemy,72.5%,0%,$16.67,1 g,Virtue Supply
Blackberry Cobbler BHO Shatter [NW KIND] ,NW KIND,69.22%,0%,$25,1 g,Virtue Supply
THC Bomb 1g Live Resin Diamond Sauce [Budd...,Buddies Brand,71%,0.29%,$60,1 g,Virtue Supply
Purple Hindu Kush 1g Canary Diamonds [The ...,The Lab,74.6%,0.2%,$50,1 g,Virtue Supply
Tangie 1g Live Resin Sauce [The Lab],The Lab,80.7%,0.2%,$50,1 g,Virtue Supply
AC/DC Nitro Live CBD Sauce [Echo Electuary],Echo Electuary,2.2%,54.1%,$16.67,1 g,Virtue Supply
Banana Split Shatter [Artifact],Artifact Extracts,68.21%,0.13%,$20,1 g,Virtue Supply
B. Banner 1g BHO Wax [CBDiscovery],CBDiscovery,73.19%,0%,$20,1 g,Virtue Supply
Sour Amnesia 1g BHO Wax [CBDiscovery],CBDiscovery,67.11%,0%,$75,1 g,Virtue Supply
Ice Cream Cake 6Star 90u Rosin 1g [Happy C...,Happy Cabbage Farms,68.8%,0.43%,$15,1 g,Virtue Supply
Purple Glue 1g Live Resin [Portland Extrac...,Portland Extracts,71%,1.7%,$15,1 g,Virtue Supply
Purple Punch 1g Live Resin [Portland Extra...,Portland Extracts,74.78%,0.11%,$15,1 g,Virtue Supply
Strawberry Bubba 1g Shatter [Portland Extr...,Portland Extracts,75%,1.1%,$15,1 g,Virtue Supply
Lemon Kush 1g Shatter [Portland Extracts],Portland Extracts,72.78%,0%,$15,1 g,Virtue Supply
DB Cooper 1g Live Resin [Portland Extracts],Portland Extracts,72.19%,0.07%,$15,1 g,Virtue Supply
Pineapple Express 1g Live Resin,Portland Extracts,80.13%,0.14%,$16.67,1 g,Virtue Supply
MAC 1g Shatter [Artifact Extracts],Artifact Extracts,67.75%,0%,$15,1 g,Virtue Supply
OG18 1G Live Resin [Claywolf],Claywolf,67.7%,0.18%,$15,1 g,Virtue Supply
White Tahoe C. 1G Live Resin [Claywolf],Claywolf,67.4%,0.14%,$20,1 g,Virtue Supply
SFV OG 1g shatter [Willamette Valley Alche...,Willamette Valley Alchemy,72.11%,0%,$25,1 g,Virtue Supply
Sour Kush X Granola Funk 1g Living Dead Re...,Willamette Valley Alchemy,72.2%,0%,$40,1 g,Virtue Supply
Sunset Punch R&S 1g [Artifact Extracts],Artifact Extracts,77.28%,0%,$40,1 g,Virtue Supply
Tangie 1g Live Resin,Dirty Arm Farm,53.94%,2.69%,,,Virtue Supply
Sour Diesel Terp Sugar Live Resin [Funk Ex...,Funk Extracts,71.32%,0.12%,$50,1 g,Virtue Supply
Albino Glue Shatter [Funk Extracts],Funk Extracts,68.18%,0.24%,$25,1 g,Virtue Supply
GSC 1g Terp Jelly [Winberry],Winberry Farms,57.9%,0%,$30,1 g,Virtue Supply
OG Chem Live Sauce [Artifact],Artifact Extracts,72.58%,1.2%,$30,1 g,Virtue Supply
Slymer Full Melt Ice Hash [Stumptown] ,Stumptown Extracts ,50.91%,0.11%,$16.67,1 g,Virtue Supply
Lemon OG Sugar Wax [Lunchbox] ,Lunchbox Alchemy,64.13%,0%,$20,1 g,Virtue Supply
Memory Loss Shatter [Lunchbox] ,Lunchbox Alchemy,64.46%,0%,$20,1 g,Virtue Supply
Yeti Sour Diesel.5g  [DabTabs],DabTabs,61.2%,2.8%,$25,½ g,Virtue Supply
Zkittlez Diamond in Sauce [Artifact] ,Artifact Extracts,62.2%,0.16%,$30,1 g,Virtue Supply
Summer Sunset Snap and Pull BHO [Oregrown],Oregrown,61.9%,0%,$30,1 g,Virtue Supply
Berry Mimosa Nectar [Oregrown],Oregrown,61.9%,0%,$30,1 g,Virtue Supply
South Fork Kush # 56 Terps on the Rocks [E...,Echo Electuary,73.1%,0%,$50,1 g,Virtue Supply
Tahoe Sunset Wax [Bee Hive] ,Bee Hive Extracts,73.4%,0.6%,$15,1 g,Virtue Supply
Three Kings x Tangie Diamonds [Oregon Gene...,O.G. Cannabis,56.05%,0.21%,$40,1 g,Virtue Supply
Yeti Sour Diesel 1g  [DabTabs],DabTabs,61.2%,2.8%,$50,1 g,Virtue Supply
Pineapple Express Rosin [Grasse] ,Grasse,70.8%,0.24%,$50,1 g,Virtue Supply
Presidential Kush x White 99 Honeycomb [Wh...,White Label Extracts,82.44%,0%,$20,1 g,Virtue Supply
SFV x Chemdawg Diamonds [Oregon Genetics] ,O.G. Cannabis,67.43%,0.15%,$40,1 g,Virtue Supply
Pale Dawg Shatter [Willamette Valley Alche...,Willamette Valley Alchemy,77.3%,0%,$20,1 g,Virtue Supply
Piehoe Shatter [Echo Electuary] ,Echo Electuary,77.6%,0%,$30,1 g,Virtue Supply
Monkey Balls Live Resin Cake Batter [White...,White Label Extracts,83.56%,0%,$20,1 g,Virtue Supply
Now N Laters Diamonds [Bobsled],Bobsled,74.42%,0.11%,$35,1 g,Virtue Supply
OG Kush Shatter 1g [Mana Extracts],Mana Extracts,72.29%,0.11%,$20,1 g,Virtue Supply
Original Glue (f.k.a. GG4) Live Resin [O.G...,O.G. Cannabis,65.48%,0.13%,$25,1 g,Virtue Supply
Original Glue (f.k.a. GG4) Rosin [Grasse] ,Grasse,69.5%,0%,$50,1 g,Virtue Supply
GMO Cookies Sugar Wax 1g [Mana Extracts],Mana Extracts,79.57%,1.72%,$20,1 g,Virtue Supply
Golden Pineapple NR Sauce [Bee Hive] ,Bee Hive Extracts,64.8%,2.9%,$15,1 g,Virtue Supply
Katsu Bubba Kush Shatter [White Label] ,White Label Extracts,80.03%,0%,$20,1 g,Virtue Supply
Lemon Drop 1g Live Resin [Buddies] ,Buddies Brand,76.6%,0.31%,$25,1 g,Virtue Supply
Margarita Punch 1st Pulls Hash Rosin  [Hap...,Happy Cabbage Farms,80%,1.5%,$64.17,1 g,Virtue Supply
Chem Face OG Zombee Sauce [Echo Electuary],Echo Electuary,78.1%,0%,$40,1 g,Virtue Supply
Citrus Farmer Diamonds [White Label Extrac...,White Label Extracts,83.1%,0%,$40,1 g,Virtue Supply
Dosi Dough Live Sauce [Willamette Valley],Willamette Valley Alchemy,69.2%,0%,$40,1 g,Virtue Supply
Do-si-Dos 1G Shatter [Lunchbox],Lunchbox Alchemy,68.2%,0%,$20,1 g,Virtue Supply
Dream Queen .5g [DabTabs],DabTabs,70.6%,1.3%,$25,½ g,Virtue Supply
Dream Queen 1g [DabTabs],DabTabs,70.6%,1.3%,$50,1 g,Virtue Supply
Fruit Cake 1g Live Resin [Dirty Arm Farm],Dirty Arm Farm,57.2%,0%,$40,1 g,Virtue Supply
Honey Melon Haze 1g Live Resin [CBDiscovery],CBDiscovery,71.26%,0%,$20,1 g,Virtue Supply
Cookie Dawg 1g BHO [CBDiscovery],CBDiscovery,"",0%,$16.67,1 g,Virtue Supply
Chiesel 1g BHO [CBDiscovery],CBDiscovery,69.85%,0%,$45,1 g,Virtue Supply
Blue Cheese Diamonds [Bobsled] ,Bobsled,77.72%,0%,$35,1 g,Virtue Supply
Bubba Skunk .5g [DabTabs],DabTabs,71.9%,1.58%,$25,½ g,Virtue Supply
Bubba Skunk 1g [DabTabs],DabTabs,71.9%,1.58%,$50,1 g,Virtue Supply
Garlic Cookies 1g Live Resin,Dirty Arm Farm,77.68%,3.88%,$40,1 g,Virtue Supply
Lemon Crippler 1g Live Resin,Dirty Arm Farm,44.9%,2.24%,$40,1 g,Virtue Supply
Wook!e Girl 91,White Label Extracts,75.84%,0%,$25,½ gram,Nectar - Mississippi
Sour Tangie,Willamette Valley Alchemy,72.62%,0%,$25,1 gram,Nectar - Mississippi
Dream Queen,HUSH Canna,61.2%,0.645%,$25,1 gram,Nectar - Mississippi
Strawberry M,HUSH Canna,63.1%,1.11%,$25,1 gram,Nectar - Mississippi
Fire Alien Urkle,DabTabs,63.9%,0%,$25,1 gram,Nectar - Mississippi
Rude Boi nectar,Oregrown,63.8%,0.2%,$20,1 gram,Nectar - Mississippi
Fire Alien Urkle,DabTabs,63.9%,0%,$20,1 gram,Nectar - Mississippi
Lemon J1,NW KIND,70.27%,0%,$25,1 gram,Nectar - Mississippi
Diesel Cooks BHO,Oregrown,68.4%,0%,$17,1 gram,Nectar - Mississippi
Diesel Cooks Nectar,Oregrown,63.9%,0%,$17,1 gram,Nectar - Mississippi
Lavender -Gold Label,Oregon Grown Extractions,75.7%,0%,$13,1 gram,Nectar - Mississippi
Pineapple Express -Gold Label,Oregon Grown Extractions,76%,0.3%,$13,1 gram,Nectar - Mississippi
Agent Orange -Gold Label,Oregon Grown Extractions,78.1%,0.2%,$13,1 gram,Nectar - Mississippi
Acapulco Gold,OG Cannabis ,63.31%,0.2%,$25,½ gram,Nectar - Mississippi
UK Cheese x Green Crack,Dark Star,78.9%,0%,$50,1 gram,Nectar - Mississippi
Agent Orange Nug Run -Black Label,Oregon Grown Extractions,82%,0.5%,$13,1 gram,Nectar - Mississippi
Bubba 99 - Shatter,White Label Extracts,78.93%,0%,$25,½ gram,Nectar - Mississippi
Queso Perro x Presidential - Honey Comb,White Label Extracts,74.91%,0%,$50,1 gram,Nectar - Mississippi
Sour Tangie x Grape Stomper - Shatter,White Label Extracts,81.01%,0%,$25,½ gram,Nectar - Mississippi
Cook!e Dough Sugar Sauce,White Label Extracts,72.13%,0%,$24,1 gram,Nectar - Mississippi
White Tahoe Cooks Sugar Sauce,White Label Extracts,74.25%,0%,$24,1 gram,Nectar - Mississippi
Presidential Kush Shatter,White Label Extracts,82.44%,0%,$20,1 gram,Nectar - Mississippi
Golden Gorilla Caviar,Oregrown,77.4%,0%,$20,1 gram,Nectar - Mississippi
Chem Dawg #4 Sugar Sauce,White Label Extracts,68.38%,0%,$20,1 gram,Nectar - Mississippi
Vortex LR Sauce,Buddies Brand,76.3%,0.37%,$20,1 gram,Nectar - Mississippi
Mandarin Cooks Diamonds,Oregrown,85%,0%,$20,1 gram,Nectar - Mississippi
Pineapple Chunk,DabTabs,68.4%,0%,$35,1 gram,Nectar - Mississippi
Alien Rift BHO,Oregrown,60.7%,0%,$35,1 gram,Nectar - Mississippi
Huckleberry Diesel NR -Black Label,Oregon Grown Extractions,75.7%,0.2%,$20,1 gram,Nectar - Mississippi
The Vision - shatter,White Label Extracts,73.55%,0%,$20,1 gram,Nectar - Mississippi
White 99 - Honeycomb,White Label Extracts,75.48%,0%,$20,1 gram,Nectar - Mississippi
Scott's OG WPR Shatter,White Label Extracts,78.83%,0%,$16,1 gram,Nectar - Mississippi
Mickey Kush,NW KIND,71.3%,0%,$16,1 gram,Nectar - Mississippi
Purple Punch,NW KIND,73.88%,0%,$16,1 gram,Nectar - Mississippi
Zkittles,NW KIND,72.6%,0%,$16,1 gram,Nectar - Mississippi
Orange Fire Sugar Sauce,White Label Extracts,75.74%,0%,$13,1 gram,Nectar - Mississippi
The Doctor,White Label Extracts,78.63%,0%,$13,1 gram,Nectar - Mississippi
Blue Magoo Honey Comb,White Label Extracts,69.69%,0.15%,$10,1 gram,Nectar - Mississippi
Banana Split Suagr Sauce LR,White Label Extracts,72.76%,0%,$10,1 gram,Nectar - Mississippi
XJ Zkittle Snack,NW KIND,70.19%,0%,$25,1 gram,Nectar - Mississippi
Scouts Honor,NW KIND,70.3%,0%,$17,1 gram,Nectar - Mississippi
Forum x Huckleberry Diesel,NW KIND,72.48%,0%,$17,1 gram,Nectar - Mississippi
Blueberry Cheesecake,NW KIND,69.98%,0%,$17,1 gram,Nectar - Mississippi
Sunset Sherbert,NW KIND,70.8%,0%,$17,1 gram,Nectar - Mississippi
XJ-13,NW KIND,73.2%,0%,$20,1 gram,Nectar - Mississippi
J-1,NW KIND,68.29%,0%,$20,1 gram,Nectar - Mississippi
Oaxacan Jager,NW KIND,69.4%,0.84%,$20,1 gram,Nectar - Mississippi
Dream Time,NW KIND,71.3%,0%,$20,1 gram,Nectar - Mississippi
Walermelon Zkittles Shatter,Willamette Valley Alchemy,75.6%,0%,$20,1 gram,Nectar - Mississippi
Moon Puppies Shatter,Willamette Valley Alchemy,79.28%,0%,$20,1 gram,Nectar - Mississippi
Platinum Kush Breath Live Sauce,Willamette Valley Alchemy,71.8%,0%,$20,1 gram,Nectar - Mississippi
Durban Poison/Mendo Breath Diamonds,OG Cannabis ,65.89%,0.16%,$20,1 gram,Nectar - Mississippi
THC-A,OG Cannabis ,83.81%,0%,$20,1 gram,Nectar - Mississippi
Amherst Sour Diesel (Sugar Sauce),White Label Extracts,75.35%,0%,$20,1 gram,Nectar - Mississippi
Huckleberry Diesel NR -Gold Label,Oregon Grown Extractions,71.9%,0%,$20,1 gram,Nectar - Mississippi
Lady Daze (Sugar Sauce),White Label Extracts,73.24%,0%,$20,1 gram,Nectar - Mississippi
Skunk,Dark Star,68.58%,0%,$20,1 gram,Nectar - Mississippi
South Fork Kush (Sugar Sauce),White Label Extracts,71.05%,0%,$20,1 gram,Nectar - Mississippi
Tangie,NW KIND,69.56%,0%,$20,1 gram,Nectar - Mississippi
Watermelon Zkittles (shatter),Willamette Valley Alchemy,75.6%,0%,$20,1 gram,Nectar - Mississippi
Cinex LR,OG Cannabis ,67.48%,0.13%,$30,1 gram,Nectar - Mississippi
Citrus Farmer (Live Resin),White Label Extracts,76.99%,0%,$30,1 gram,Nectar - Mississippi
Fresh Squeezed OG (Live Resin),White Label Extracts,75.02%,0%,$40,1 gram,Nectar - Mississippi
Bubble Hash -  Live Rosin,Permaculture Solutions,68.86%,0.15%,$40,1 gram,Nectar - Mississippi
Berry Granddaddy Purp,Gold Moon,76.3%,0%,$30,1 gram,Nectar - Mississippi
Mandarin Madness Silver Haze,Gold Moon,75.4%,0%,$30,1 gram,Nectar - Mississippi
Meteorite INDICA 1.25g,Astronoma PDX,0%,0%,$20,1 gram,Nectar - Mississippi
Pineapple Trainwreck,Gold Moon,76.3%,0%,$20,1 gram,Nectar - Mississippi
Tropical Knockout (sativa),Gold Moon,75.4%,0%,$16,1 gram,Nectar - Mississippi
C&C,NW KIND,67.4%,0%,$16,1 gram,Nectar - Mississippi
Love Bucket Terp Sugar NR,Buddies Brand,55.5%,0%,$20,1 gram,Nectar - Mississippi
Meteorite SATIVA 1.25g,Astronoma PDX,39.6%,0%,$20,1 gram,Nectar - Mississippi
PAX Pod: Northern Lights x Afghani  (0.5g ...,PAX,69.1%,0%,$30,½ g,Botanica - SE 12th
PAX Pod: Pal-Patine (0.5g LIVE RESIN),PAX,71.9%,0.41%,$30,½ g,Botanica - SE 12th
PAX Pod:  Sour Tsunami x Church (0.5g LIVE...,PAX,13%,53.6%,$30,½ g,Botanica - SE 12th
SFV OG ( Sugar Tree Farms): 1g shatter,Unknown Brand,63.8%,0%,$10,1 g,Botanica - SE 12th
C.Land ( Sugar Tree Farms): 1g shatter,Unknown Brand,64.6%,0%,$10,1 g,Botanica - SE 12th
Blue Skittlez ( Sugar Tree Farms): 1g shat...,Unknown Brand,0%,0%,$10,1 g,Botanica - SE 12th
Lucky Lemons ( Sugar Tree Farms): 1g shatter,Unknown Brand,0%,0%,$10,1 g,Botanica - SE 12th
Lucid Blue ( Sugar Tree Farms): 1g shatter,Unknown Brand,74%,0%,$10,1 g,Botanica - SE 12th
Forbidden Fruit ( Sugar Tree Farms): 1g sh...,Unknown Brand,64.7%,0%,$10,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate BLUEBERRY KO...,Unknown Brand,84.6%,0%,$32,1 g,Botanica - SE 12th
Buddies Brand - Dimond Sauce / Live Resin,Buddies Brand,76.2%,0.4%,$25,1 g,Botanica - SE 12th
Buddies Brand - Fresh Frozen / Live Resin ...,Buddies Brand,0%,0%,$25,1 g,Botanica - SE 12th
Farmers Friend - 0.50g Yeti Cartridge *SALE,Unknown Brand,71.64%,0.21%,$15,½ g,Botanica - SE 12th
Farmers Friend - 0.50g Mr. Banner Cartridg...,Unknown Brand,71.76%,0.28%,$15,½ g,Botanica - SE 12th
Farmers Friend - 1g Sour Diesel Cartridge ...,Unknown Brand,73.68%,0.16%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Lemon Cookie Cartridge...,Unknown Brand,80.82%,0.22%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Jaeger Cartridge *SALE,Unknown Brand,67.85%,0.56%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Captain Crunch Cartrid...,Unknown Brand,75.47%,0.24%,$22.5,1 g,Botanica - SE 12th
Farmers Friend - 1g Canna Snoop Cartridge ...,Unknown Brand,65.5%,11.12%,$22.5,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate White Ta...,Unknown Brand,70.34%,0.36%,$35,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate Rude Boi...,Unknown Brand,72%,0.5%,$35,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate Pineappl...,Unknown Brand,71.74%,0.25%,$35,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate Glue Car...,Unknown Brand,71.74%,0.25%,$35,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate Dogwalke...,Unknown Brand,73.3%,0.4%,$35,1 g,Botanica - SE 12th
Dr. Jolly's Brand - 1g Distillate Crater L...,Unknown Brand,75.41%,0.32%,$35,1 g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Sour Sherb...,Buddies Brand,93.6%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Sour Herer...,Buddies Brand,90.05%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Sour Candy...,Buddies Brand,88.9%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Samoa Cook...,Buddies Brand,92.1%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Krunch Ber...,Buddies Brand,89.5%,1.34%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Haze Berry...,Buddies Brand,80.04%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Gorilla Ko...,Buddies Brand,91.7%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 0.5g Distillate Alaska Thu...,Buddies Brand,89.6%,0%,$20,½ g,Botanica - SE 12th
Buddies Brand - 1g Distillate White Widow ...,Buddies Brand,90.03%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Sour Diesel ...,Buddies Brand,91.8%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Sour Candy A...,Buddies Brand,88.9%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Kookie Face ...,Buddies Brand,92.7%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Heavy Duty F...,Buddies Brand,91%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Haze Berry C...,Buddies Brand,80.4%,0%,$35,1 g,Botanica - SE 12th
Buddies Brand - 1g Distillate Hammerhead C...,Buddies Brand,91.8%,0%,$35,1 g,Botanica - SE 12th
Shadowbox Farms - 1g FAT Purple Cartridge,Unknown Brand,69%,0%,$40,1 g,Botanica - SE 12th
Shadowbox Farms - 1g Cookies & Cream Cartr...,Unknown Brand,72%,0%,$40,1 g,Botanica - SE 12th
Shadowbox Farms - 1g Cherry Chem Cartridge,Unknown Brand,67%,0.02%,$40,1 g,Botanica - SE 12th
